model,solver,reltol,abstol,success,runTime,memory,allocs,sqDiff,iteration
model_Laske_PLOSComputBiol2019.jl,"Trapezoid{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, :linear, :PI)",1.0e-9,1.0e-9,true,1.63724431e8,1.4776992e7,57060.0,1.552303472409545043465364647946272150060030694168290738142539720973781190769437e+06,11
model_Laske_PLOSComputBiol2019.jl,"Trapezoid{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, :linear, :PI)",1.0e-9,1.0e-9,true,1.65182066e8,1.4776992e7,57060.0,1.552303472409545043465364647946272150060030694168290738142539720973781190769437e+06,12
model_Laske_PLOSComputBiol2019.jl,"Trapezoid{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, :linear, :PI)",1.0e-9,1.0e-9,true,1.65858685e8,1.4776992e7,57060.0,1.552303472409545043465364647946272150060030694168290738142539720973781190769437e+06,13
model_Laske_PLOSComputBiol2019.jl,"Trapezoid{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, :linear, :PI)",1.0e-9,1.0e-9,true,1.65821977e8,1.4776992e7,57060.0,1.552303472409545043465364647946272150060030694168290738142539720973781190769437e+06,14
model_Laske_PLOSComputBiol2019.jl,"Trapezoid{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, :linear, :PI)",1.0e-9,1.0e-9,true,1.65837783e8,1.4776992e7,57060.0,1.552303472409545043465364647946272150060030694168290738142539720973781190769437e+06,15
model_Laske_PLOSComputBiol2019.jl,"Trapezoid{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, :linear, :PI)",1.0e-12,1.0e-12,true,1.581210023e9,1.23712656e8,438489.0,167.8045686510889388364991018199980858431787168987791435212369784704483088211655,1
model_Laske_PLOSComputBiol2019.jl,"Trapezoid{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, :linear, :PI)",1.0e-12,1.0e-12,true,1.579478643e9,1.23712656e8,438489.0,167.8045686510889388364991018199980858431787168987791435212369784704483088211655,2
model_Laske_PLOSComputBiol2019.jl,"Trapezoid{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, :linear, :PI)",1.0e-12,1.0e-12,true,1.573836613e9,1.23712656e8,438489.0,167.8045686510889388364991018199980858431787168987791435212369784704483088211655,3
model_Laske_PLOSComputBiol2019.jl,"Trapezoid{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, :linear, :PI)",1.0e-12,1.0e-12,true,1.57906514e9,1.23712656e8,438489.0,167.8045686510889388364991018199980858431787168987791435212369784704483088211655,4
model_Laske_PLOSComputBiol2019.jl,"Trapezoid{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, :linear, :PI)",1.0e-12,1.0e-12,true,1.578258588e9,1.23712656e8,438489.0,167.8045686510889388364991018199980858431787168987791435212369784704483088211655,5
model_Laske_PLOSComputBiol2019.jl,"Trapezoid{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, :linear, :PI)",1.0e-12,1.0e-12,true,1.581689773e9,1.23712656e8,438489.0,167.8045686510889388364991018199980858431787168987791435212369784704483088211655,6
model_Laske_PLOSComputBiol2019.jl,"Trapezoid{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, :linear, :PI)",1.0e-12,1.0e-12,true,1.581507448e9,1.23712656e8,438489.0,167.8045686510889388364991018199980858431787168987791435212369784704483088211655,7
model_Laske_PLOSComputBiol2019.jl,"Trapezoid{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, :linear, :PI)",1.0e-12,1.0e-12,true,1.582171758e9,1.23712656e8,438489.0,167.8045686510889388364991018199980858431787168987791435212369784704483088211655,8
model_Laske_PLOSComputBiol2019.jl,"Trapezoid{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, :linear, :PI)",1.0e-12,1.0e-12,true,1.585329293e9,1.23712656e8,438489.0,167.8045686510889388364991018199980858431787168987791435212369784704483088211655,9
model_Laske_PLOSComputBiol2019.jl,"Trapezoid{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, :linear, :PI)",1.0e-12,1.0e-12,true,1.57948202e9,1.23712656e8,438489.0,167.8045686510889388364991018199980858431787168987791435212369784704483088211655,10
model_Laske_PLOSComputBiol2019.jl,"Trapezoid{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, :linear, :PI)",1.0e-12,1.0e-12,true,1.578061719e9,1.23712656e8,438489.0,167.8045686510889388364991018199980858431787168987791435212369784704483088211655,11
model_Laske_PLOSComputBiol2019.jl,"Trapezoid{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, :linear, :PI)",1.0e-12,1.0e-12,true,1.579510439e9,1.23712656e8,438489.0,167.8045686510889388364991018199980858431787168987791435212369784704483088211655,12
model_Laske_PLOSComputBiol2019.jl,"Trapezoid{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, :linear, :PI)",1.0e-12,1.0e-12,true,1.575351303e9,1.23712656e8,438489.0,167.8045686510889388364991018199980858431787168987791435212369784704483088211655,13
model_Laske_PLOSComputBiol2019.jl,"Trapezoid{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, :linear, :PI)",1.0e-12,1.0e-12,true,1.589944456e9,1.23712656e8,438489.0,167.8045686510889388364991018199980858431787168987791435212369784704483088211655,14
model_Laske_PLOSComputBiol2019.jl,"Trapezoid{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, :linear, :PI)",1.0e-12,1.0e-12,true,1.576443413e9,1.23712656e8,438489.0,167.8045686510889388364991018199980858431787168987791435212369784704483088211655,15
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-6,1.0e-6,true,7.058021e6,188256.0,833.0,2.191560550097531782156250573798149351463782675440247117765480180766934431046889e+07,1
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-6,1.0e-6,true,6.310645e6,188256.0,833.0,2.191560550097531782156250573798149351463782675440247117765480180766934431046889e+07,2
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-6,1.0e-6,true,6.405318e6,188256.0,833.0,2.191560550097531782156250573798149351463782675440247117765480180766934431046889e+07,3
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-6,1.0e-6,true,6.386536e6,188256.0,833.0,2.191560550097531782156250573798149351463782675440247117765480180766934431046889e+07,4
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-6,1.0e-6,true,6.338449e6,188256.0,833.0,2.191560550097531782156250573798149351463782675440247117765480180766934431046889e+07,5
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-6,1.0e-6,true,6.386024e6,188256.0,833.0,2.191560550097531782156250573798149351463782675440247117765480180766934431046889e+07,6
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-6,1.0e-6,true,6.336403e6,188256.0,833.0,2.191560550097531782156250573798149351463782675440247117765480180766934431046889e+07,7
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-6,1.0e-6,true,6.40433e6,188256.0,833.0,2.191560550097531782156250573798149351463782675440247117765480180766934431046889e+07,8
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-6,1.0e-6,true,6.359129e6,188256.0,833.0,2.191560550097531782156250573798149351463782675440247117765480180766934431046889e+07,9
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-6,1.0e-6,true,6.336519e6,188256.0,833.0,2.191560550097531782156250573798149351463782675440247117765480180766934431046889e+07,10
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-6,1.0e-6,true,6.420829e6,188256.0,833.0,2.191560550097531782156250573798149351463782675440247117765480180766934431046889e+07,11
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-6,1.0e-6,true,6.401153e6,188256.0,833.0,2.191560550097531782156250573798149351463782675440247117765480180766934431046889e+07,12
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-6,1.0e-6,true,6.333299e6,188256.0,833.0,2.191560550097531782156250573798149351463782675440247117765480180766934431046889e+07,13
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-6,1.0e-6,true,6.297544e6,188256.0,833.0,2.191560550097531782156250573798149351463782675440247117765480180766934431046889e+07,14
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-6,1.0e-6,true,6.396829e6,188256.0,833.0,2.191560550097531782156250573798149351463782675440247117765480180766934431046889e+07,15
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-9,1.0e-9,true,1.8345965e7,471616.0,1830.0,3824.530072018178582698843684351579254540391780164307434717150115117145155794666,1
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-9,1.0e-9,true,1.8252848e7,471616.0,1830.0,3824.530072018178582698843684351579254540391780164307434717150115117145155794666,2
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-9,1.0e-9,true,1.8322137e7,471616.0,1830.0,3824.530072018178582698843684351579254540391780164307434717150115117145155794666,3
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-9,1.0e-9,true,1.8237197e7,471616.0,1830.0,3824.530072018178582698843684351579254540391780164307434717150115117145155794666,4
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-9,1.0e-9,true,1.8480974e7,471616.0,1830.0,3824.530072018178582698843684351579254540391780164307434717150115117145155794666,5
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-9,1.0e-9,true,1.8405462e7,471616.0,1830.0,3824.530072018178582698843684351579254540391780164307434717150115117145155794666,6
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-9,1.0e-9,true,1.8263422e7,471616.0,1830.0,3824.530072018178582698843684351579254540391780164307434717150115117145155794666,7
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-9,1.0e-9,true,1.8300339e7,471616.0,1830.0,3824.530072018178582698843684351579254540391780164307434717150115117145155794666,8
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-9,1.0e-9,true,1.8258883e7,471616.0,1830.0,3824.530072018178582698843684351579254540391780164307434717150115117145155794666,9
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-9,1.0e-9,true,1.8372892e7,471616.0,1830.0,3824.530072018178582698843684351579254540391780164307434717150115117145155794666,10
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-9,1.0e-9,true,1.8271987e7,471616.0,1830.0,3824.530072018178582698843684351579254540391780164307434717150115117145155794666,11
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-9,1.0e-9,true,1.8279307e7,471616.0,1830.0,3824.530072018178582698843684351579254540391780164307434717150115117145155794666,12
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-9,1.0e-9,true,1.8216226e7,471616.0,1830.0,3824.530072018178582698843684351579254540391780164307434717150115117145155794666,13
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-9,1.0e-9,true,1.8247812e7,471616.0,1830.0,3824.530072018178582698843684351579254540391780164307434717150115117145155794666,14
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-9,1.0e-9,true,1.8242342e7,471616.0,1830.0,3824.530072018178582698843684351579254540391780164307434717150115117145155794666,15
model_Laske_PLOSComputBiol2019.jl,"KenCarp4{0, true, Nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}, typeof(OrdinaryDiffEq.DEFAULT_PRECS), Val{:forward}, true, nothing}(nothing, NLNewton{Rational{Int64}, Rational{Int64}, Rational{Int64}}(1//100, 10, 1//5, 1//5), OrdinaryDiffEq.DEFAULT_PRECS, true, :linear, :PI)",1.0e-12,1.0e-12,true,8.2256565e7,1.936896e6,7157.0,1.057356416024694507122409128223474840004014043889968117044588449248435375393055e-10,1
